trichotimeofday,diel2_1,diel2_2,diel2_3,diel4_1,diel4_2,diel4_3,diel6_1,diel6_2,diel6_3,diel8_1,diel8_3,diel9_1,diel9_2,diel9_3,diel10_1,diel10_2,diel10_3,diel11_1,diel11_2,diel11_3,diel12_1,diel12_3,diel14_1,diel14_2,diel14_3,diel16_1,diel16_3,diel19_1,diel19_3,diel22_1,diel22_2,diel22_3,diel23_1,diel23_2,diel23_3,diel24_1,diel24_2,diel24_3,diel1_1,diel1_2,diel1_3,teryparsed,KO,name,children__name,children__children__name,children__children__children__name,children__children__children__children__name,children__children__children__children__children__name,kid,kid2,kid3,kid4,kid5,kid6
Tery_1108  UBA/THIF-type NAD/FAD binding fold [Trichodesmium erythraeum IMS101: NC_008312],37.74,31.42,31.65,18.47,23.29,35.72,39.24,32.38,37.82,47.73,39.76,8.94,37.14,36.58,12.64,36.35,49.47,34.72,41.2,41.35,31.61,37.51,15.28,36.67,41.91,38.95,35.79,27.8,38.55,5.29,19.43,26.97,17.55,26.52,36.31,13.9,34.82,36.34,37.3,22.74,35.05,Tery_1108,K21147,,,,,,,,,,,,
Tery_1749 grpE GrpE protein [Trichodesmium erythraeum IMS101: NC_008312],25.16,34.99,39.82,18.47,8.73,33.44,28.34,25.34,30.1,20.79,23.59,21.22,24.28,30.35,13.62,30.53,23.69,15.95,17.35,25.93,34.78,36.01,11.12,16.92,21.3,32.66,33.11,23.83,34.56,10.58,14.57,48.81,31.6,19.29,23.4,22.59,8.7,34.97,24.36,7.28,33.07,Tery_1749,K03687,,,,,,,,,,,,
Tery_1230 psbDII photosystem II D2 protein (photosystem q(a) protein) [Trichodesmium erythraeum IMS101: NC_008312],46.55,32.84,44.93,39.26,53.86,36.48,42.51,33.79,34.74,30.79,34.37,1.12,41.43,26.46,45.71,34.89,31.36,22.52,54.21,30.84,33.72,38.26,45.15,56.41,38.48,55.28,25.05,25.15,29.91,63.5,37.65,32.11,31.6,33.75,22.59,26.07,78.34,32.23,25.88,41.83,30.42,Tery_1230,K02706,,,,Photosynthesis,,K02706,psbD;,photosystem,II,P680,reaction,center
"Tery_0201  aminotransferase, class V [Trichodesmium erythraeum IMS101: NC_008312]",25.16,39.98,36.76,9.24,4.37,40.27,40.33,38.01,23.93,28.49,42.46,5.59,21.43,38.91,3.89,30.53,22.3,23.46,0,30.14,27.4,30.75,6.25,8.46,26.11,40.2,39.37,26.48,35.89,4.23,8.5,33.39,14.04,14.47,42.77,5.21,8.7,39.77,33.49,5.46,30.42,Tery_0201,K04487,,,,,,,,,,,,
Tery_4799  allophycocyanin alpha-B subunit apoprotein [Trichodesmium erythraeum IMS101: NC_008312],16.36,28.56,36.76,4.62,2.91,30.4,26.16,16.9,30.1,19.25,35.04,0,12.86,28.02,0,11.63,25.09,13.14,0,26.63,28.45,33,6.25,0,35.73,13.82,30.42,14.56,33.9,3.18,0,28.26,21.06,0,33.08,3.48,17.41,27.43,26.64,0.91,35.05,Tery_4799,K02095,,,,,,,,,,,,
"Tery_1204 psaL photosystem I reaction centre, subunit XI PsaL [Trichodesmium erythraeum IMS101: NC_008312]",36.48,44.27,23.48,16.16,29.11,31.16,30.52,25.34,27.02,31.56,23.59,3.35,42.85,28.79,23.34,34.89,29.96,32.84,2.17,25.93,40.04,20.25,9.73,0,33.67,25.13,34,34.42,22.6,12.7,3.64,0,49.15,12.06,23.4,52.14,0,27.43,22.84,11.82,28.44,Tery_1204,K02699,,,,,,,,,,,,
Tery_2881  glyceraldehyde-3-phosphate dehydrogenase (NAD+) (EC 1.2.1.12) [Trichodesmium erythraeum IMS101: NC_008312],22.65,26.42,38.8,16.16,10.19,26.6,18.53,23.93,37.82,21.56,32.35,23.46,15.71,31.13,33.07,15.99,14.63,11.26,0,31.54,29.51,31.5,33.34,5.64,30.92,27.64,22.37,17.21,27.25,41.28,13.36,17.98,0,12.06,25.82,17.38,0,31.54,31.97,7.28,35.05,Tery_2881,K00134,,,,Carbon fixation,,K00134,"GAPDH,",gapA;,glyceraldehyde,3-phosphate,dehydrogenase,[EC:1.2.1.12]
Tery_2881  glyceraldehyde-3-phosphate dehydrogenase (NAD+) (EC 1.2.1.12) [Trichodesmium erythraeum IMS101: NC_008312],22.65,26.42,38.8,16.16,10.19,26.6,18.53,23.93,37.82,21.56,32.35,23.46,15.71,31.13,33.07,15.99,14.63,11.26,0,31.54,29.51,31.5,33.34,5.64,30.92,27.64,22.37,17.21,27.25,41.28,13.36,17.98,0,12.06,25.82,17.38,0,31.54,31.97,7.28,35.05,Tery_2881,K00134,,,,Central carbohydrate metabolism,,K00134,"GAPDH,",gapA;,glyceraldehyde,3-phosphate,dehydrogenase,[EC:1.2.1.12]
Tery_2881  glyceraldehyde-3-phosphate dehydrogenase (NAD+) (EC 1.2.1.12) [Trichodesmium erythraeum IMS101: NC_008312],22.65,26.42,38.8,16.16,10.19,26.6,18.53,23.93,37.82,21.56,32.35,23.46,15.71,31.13,33.07,15.99,14.63,11.26,0,31.54,29.51,31.5,33.34,5.64,30.92,27.64,22.37,17.21,27.25,41.28,13.36,17.98,0,12.06,25.82,17.38,0,31.54,31.97,7.28,35.05,Tery_2881,K00134,,,,Other carbohydrate metabolism,,K00134,"GAPDH,",gapA;,glyceraldehyde,3-phosphate,dehydrogenase,[EC:1.2.1.12]
Tery_1829  AMP-dependent synthetase and ligase [Trichodesmium erythraeum IMS101: NC_008312],20.13,23.56,24.51,16.16,5.82,46.35,39.24,16.9,40.14,30.79,27.63,3.35,27.14,28.79,1.95,15.99,27.87,18.77,0,30.14,42.15,33,5.56,0,29.54,17.59,29.53,26.48,31.91,5.29,2.43,25.69,14.04,0,28.24,13.9,0,34.97,31.97,2.73,33.07,Tery_1829,K01897,,,,Fatty acid metabolism,"M00086  beta-Oxidation, acyl-CoA synthesis [PATH:map01212 map00071]",K01897,"ACSL,",fadD;,long-chain,acyl-CoA,synthetase,[EC:6.2.1.3]
Tery_0314  band 7 protein [Trichodesmium erythraeum IMS101: NC_008312],17.61,12.85,18.38,0,0,18.24,13.08,11.26,14.67,19.25,21.57,0,7.14,17.9,0,11.63,18.12,5.63,0,18.92,11.59,20.25,1.39,0,17.18,15.08,14.32,6.62,15.29,0,0,17.98,3.51,0,15.33,1.74,0,15.77,15.23,0,12.57,Tery_0314,K07192,,,,,,,,,,,,
Tery_4005  RNA-binding region RNP-1 [Trichodesmium erythraeum IMS101: NC_008312],21.39,26.42,20.42,26.56,5.82,24.32,20.71,25.34,15.44,23.87,20.22,11.17,27.14,27.24,35.99,26.17,27.87,22.52,0,19.63,27.4,27,39.6,0,18.55,23.87,25.05,17.21,16.62,23.28,20.65,23.12,24.57,9.64,19.37,3.48,0,20.57,22.84,19.1,19.84,Tery_4005,no,,,,,,,,,,,,
Tery_1161 rpsB SSU ribosomal protein S2P [Trichodesmium erythraeum IMS101: NC_008312],21.39,25.7,23.48,20.78,13.1,38,33.79,29.57,23.16,20.02,24.93,43.56,25.71,36.58,14.59,29.08,25.78,24.4,4.34,31.54,36.88,26.25,30.57,0,28.17,30.15,42.95,23.83,23.26,20.11,26.72,41.1,14.04,40.99,29.05,22.59,17.41,28.8,32.73,6.37,25.79,Tery_1161,K02967,,,,Ribosome,,K02967,"RP-S2,","MRPS2,",rpsB;,small,subunit,ribosomal
"Tery_1312  peptidyl-prolyl cis-trans isomerase, cyclophilin type [Trichodesmium erythraeum IMS101: NC_008312]",44.03,21.42,32.67,26.56,2.91,32.68,30.52,38.01,23.16,40.8,28.98,4.47,47.14,28.02,5.84,40.71,38.33,39.41,4.34,26.63,36.88,31.5,28.48,5.64,29.54,43.97,31.32,18.53,19.94,17.99,8.5,29.54,24.57,4.82,25.82,3.48,0,30.17,26.64,10.91,23.15,Tery_1312,K01802,,,,,,,,,,,,
Tery_3408  Na-Ca exchanger/integrin-beta4 [Trichodesmium erythraeum IMS101: NC_008312],37.74,21.42,36.76,46.18,8.73,34.2,33.79,28.16,30.1,40.8,28.3,18.99,34.28,29.57,26.26,26.17,39.02,34.72,2.17,31.54,28.45,25.5,54.18,0,32.29,25.13,39.37,33.1,27.25,38.1,19.43,30.83,21.06,31.34,30.66,39.97,0,21.94,30.45,20.92,23.81,Tery_3408,no,,,,,,,,,,,,
Tery_0069 pepA leucyl aminopeptidase (EC:3.4.11.1). Metallo peptidase. MEROPS family M17 [Trichodesmium erythraeum IMS101: NC_008312],28.94,29.99,32.67,11.55,13.1,32.68,28.34,36.61,36.28,20.02,31.67,6.7,12.86,30.35,1.95,23.26,25.09,30.03,0,31.54,26.35,36.01,10.42,16.92,35.04,42.71,24.16,15.89,33.24,12.7,8.5,39.82,21.06,14.47,33.08,15.64,0,37.03,35.78,10.91,36.37,Tery_0069,K01255,,,,,,,,,,,,
Tery_1460 rplI LSU ribosomal protein L9P [Trichodesmium erythraeum IMS101: NC_008312],15.1,10,11.23,15.01,11.64,9.88,14.17,14.08,8.49,8.47,13.48,67.02,14.28,9.34,84.62,14.54,9.06,9.38,36.86,9.11,12.65,9.75,40.29,101.54,9.62,18.84,9.84,11.92,14.62,71.97,69.22,16.7,17.55,36.17,16.95,8.69,52.23,11.66,8.37,69.12,10.58,Tery_1460,K02939,,,,Ribosome,,K02939,"RP-L9,","MRPL9,",rplI;,large,subunit,ribosomal
Tery_0019 ilvD dihydroxyacid dehydratase (EC 4.2.1.9) [Trichodesmium erythraeum IMS101: NC_008312],18.87,27.85,17.36,11.55,7.28,26.6,23.98,30.97,29.33,13.86,19.54,11.17,18.57,35.8,15.56,15.99,9.06,16.89,2.17,19.63,29.51,30,8.34,0,17.18,32.66,25.95,15.89,25.92,7.41,13.36,34.68,7.02,4.82,25.82,12.17,0,33.6,28.17,10.91,25.79,Tery_0019,K01687,,,,Branched-chain amino acid metabolism,,K01687,ilvD;,dihydroxy-acid,dehydratase,[EC:4.2.1.9],,
"Tery_5078  Transketolase, central region [Trichodesmium erythraeum IMS101: NC_008312]",47.81,28.56,33.69,21.94,11.64,28.88,29.43,40.83,24.7,25.41,19.54,25.69,22.86,26.46,19.45,15.99,29.27,34.72,36.86,21.03,24.24,33,38.9,39.49,24.05,54.02,13.42,17.21,27.25,26.46,38.86,10.28,10.53,38.58,17.75,50.4,17.41,24,28.17,13.64,25.79,Tery_5078,K00162,,,,Central carbohydrate metabolism,,K00162,"PDHB,",pdhB;,pyruvate,dehydrogenase,E1,component
Tery_3438  3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) [Trichodesmium erythraeum IMS101: NC_008312],32.71,32.84,43.91,15.01,17.47,31.92,38.15,33.79,37.82,29.25,36.39,3.35,34.28,36.58,6.81,23.26,41.11,39.41,2.17,38.55,38.99,39.01,6.25,2.82,37.79,25.13,33.11,18.53,33.9,3.18,4.86,42.39,10.53,12.06,33.89,8.69,8.7,34.97,30.45,2.73,29.76,Tery_3438,K00059,,,,Fatty acid metabolism,,K00059,fabG;,3-oxoacyl-[acyl-carrier,protein],reductase,[EC:1.1.1.100],
Tery_3438  3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) [Trichodesmium erythraeum IMS101: NC_008312],32.71,32.84,43.91,15.01,17.47,31.92,38.15,33.79,37.82,29.25,36.39,3.35,34.28,36.58,6.81,23.26,41.11,39.41,2.17,38.55,38.99,39.01,6.25,2.82,37.79,25.13,33.11,18.53,33.9,3.18,4.86,42.39,10.53,12.06,33.89,8.69,8.7,34.97,30.45,2.73,29.76,Tery_3438,K00059,,,,Cofactor and vitamin biosynthesis,,K00059,fabG;,3-oxoacyl-[acyl-carrier,protein],reductase,[EC:1.1.1.100],
Tery_3010 rplW LSU ribosomal protein L23P [Trichodesmium erythraeum IMS101: NC_008312],56.61,27.85,29.61,24.25,2.91,34.2,33.79,43.64,18.53,38.49,24.93,7.82,35.71,31.13,16.53,43.61,46.69,34.72,23.85,29.44,32.67,31.5,5.56,50.77,25.42,46.48,27.74,29.12,19.28,4.23,10.93,6.42,49.15,14.47,29.86,19.12,0,28.8,28.17,19.1,23.15,Tery_3010,K02892,,,,Ribosome,,K02892,"RP-L23,","MRPL23,",rplW;,large,subunit,ribosomal
Tery_1128 purH IMP cyclohydrolase (EC 3.5.4.10)/phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) [Trichodesmium erythraeum IMS101: NC_008312],26.42,29.99,30.63,11.55,0,27.36,33.79,39.42,39.37,14.63,31.67,0,24.28,32.68,9.73,31.98,16.72,3.75,0,26.63,35.83,35.26,9.03,0,30.92,27.64,26.84,22.51,36.56,2.12,3.64,24.4,10.53,7.23,28.24,6.95,0,32.91,30.45,0,23.81,Tery_1128,K00602,,,,Purine metabolism,,K00602,purH;,phosphoribosylaminoimidazolecarboxamide,formyltransferase,/,IMP,cyclohydrolase
Tery_2371 acsA acetyl-coenzyme A synthetase (EC 6.2.1.1) [Trichodesmium erythraeum IMS101: NC_008312],15.1,15.71,16.34,8.08,10.19,16.72,16.35,21.12,24.7,9.24,19.54,2.23,10,20.23,1.95,13.08,13.94,7.51,0,17.52,12.65,19.5,20.15,0,21.99,23.87,16.11,13.24,21.27,13.76,0,26.97,17.55,0,16.14,10.43,0,19.2,23.6,3.64,21.16,Tery_2371,K01895,,,,Methane metabolism,,K01895,"ACSS,",acs;,acetyl-CoA,synthetase,[EC:6.2.1.1],
Tery_1246  Endopeptidase Clp [Trichodesmium erythraeum IMS101: NC_008312],16.36,12.85,9.19,12.7,5.82,11.4,18.53,15.49,10.04,13.09,8.09,7.82,31.43,12.45,8.75,21.81,13.24,15.01,0,9.11,16.86,22.5,9.03,8.46,12.37,21.36,17,15.89,8.64,11.64,6.07,23.12,14.04,26.52,9.68,29.55,17.41,17.14,9.9,6.37,11.9,Tery_1246,K01358,,,,,,,,,,,,
Tery_3009 rplB LSU ribosomal protein L2P [Trichodesmium erythraeum IMS101: NC_008312],22.65,20.71,8.17,3.46,14.56,12.16,22.89,19.71,14.67,28.49,6.07,36.86,24.28,16.34,6.81,18.9,9.06,36.6,21.68,9.11,27.4,17.25,6.25,5.64,15.12,15.08,15.21,37.07,13.29,5.29,14.57,7.71,28.08,19.29,11.3,19.12,8.7,21.94,19.79,6.37,27.11,Tery_3009,K02886,,,,Ribosome,,K02886,"RP-L2,","MRPL2,",rplB;,large,subunit,ribosomal
Tery_1014 psaE photosystem I reaction centre subunit IV/PsaE [Trichodesmium erythraeum IMS101: NC_008312],26.42,34.27,28.59,42.72,46.58,28.88,31.61,19.71,26.24,40.03,28.3,36.86,34.28,25.68,35.01,31.98,40.42,25.34,34.69,30.14,32.67,18,38.21,0,35.73,16.33,35.79,34.42,29.91,47.63,35.22,26.97,56.17,26.52,33.08,41.71,0,19.2,28.17,34.56,32.4,Tery_1014,K02693,,,,Photosynthesis,,K02693,psaE;,photosystem,I,subunit,IV,
Tery_2985 rplM LSU ribosomal protein L13P [Trichodesmium erythraeum IMS101: NC_008312],7.55,33.56,36.76,10.39,8.73,28.12,26.16,52.09,27.79,23.1,24.93,32.39,31.43,19.46,19.45,21.81,25.09,28.15,19.52,25.93,29.51,27,34.04,42.31,26.8,45.23,15.21,35.74,25.92,20.11,19.43,21.83,14.04,40.99,18.56,31.28,60.93,30.86,21.32,8.18,29.1,Tery_2985,K02871,,,,Ribosome,,K02871,"RP-L13,","MRPL13,",rplM;,large,subunit,ribosomal
Tery_0419  Hemolysin-type calcium-binding region [Trichodesmium erythraeum IMS101: NC_008312],25.16,59.26,32.67,1.15,17.47,27.36,27.25,42.24,41.68,34.64,37.06,0,51.42,31.13,0,61.06,39.72,19.71,0,42.05,31.61,28.5,0.69,5.64,38.48,6.28,19.68,13.24,40.55,0,19.43,8.99,21.06,40.99,21.79,1.74,0,26.74,23.6,24.56,31.74,Tery_0419,no,,,,,,,,,,,,
Tery_1810  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],16.36,22.13,19.4,12.7,5.82,19.76,23.98,26.75,18.53,16.94,15.5,10.05,18.57,20.23,11.67,14.54,19.51,20.64,0,18.22,12.65,17.25,11.12,0,15.8,15.08,15.21,22.51,18.61,16.93,1.21,41.1,3.51,9.64,19.37,15.64,0,19.2,27.41,14.55,18.52,Tery_1810,no,,,,,,,,,,,,
Tery_1352  cyclic nucleotide-regulated ABC bacteriocin/lantibiotic exporters [Trichodesmium erythraeum IMS101: NC_008312],1.26,2.14,5.11,0,0,1.52,0,0,3.86,0.77,6.74,0,0,2.33,0,0,0,0,0,4.21,2.11,3,0,0,3.44,0,0.89,0,3.32,0,0,2.57,0,0,2.42,0,0,4.11,3.81,0,4.63,Tery_1352,K06147,,,,,,,,,,,,
Tery_2606  ribulose-5-phosphate 3-epimerase (EC 5.1.3.1) [Trichodesmium erythraeum IMS101: NC_008312],35.23,29.99,30.63,10.39,5.82,23.56,25.07,22.53,27.02,13.86,28.3,2.23,31.43,25.68,0.97,17.45,15.33,15.01,0,22.43,26.35,12.75,6.25,0,22.67,17.59,26.84,19.86,26.59,0,4.86,25.69,35.11,2.41,27.44,13.9,8.7,26.06,26.64,14.55,27.11,Tery_2606,K01783,,,,Central carbohydrate metabolism,,K01783,"rpe,",RPE;,ribulose-phosphate,3-epimerase,[EC:5.1.3.1],
"Tery_0366  phosphonate ABC transporter, periplasmic phosphonate-binding protein [Trichodesmium erythraeum IMS101: NC_008312]",52.84,28.56,38.8,0,16.01,28.88,31.61,40.83,33.19,26.95,32.35,0,44.28,28.02,7.78,55.24,36.93,16.89,4.34,32.94,34.78,37.51,2.78,0,39.16,35.18,23.26,2.65,41.21,2.12,1.21,7.71,52.66,16.88,20.17,10.43,17.41,33.6,20.55,10.91,35.71,Tery_0366,K02044,,,,Phosphate and amino acid transport system,M00223  Phosphonate transport system [PATH:map02010] [BR:ko02000],K02044,phnD;,phosphonate,transport,system,substrate-binding,protein
Tery_0466  glutamate synthase (ferredoxin) (EC 1.4.7.1) [Trichodesmium erythraeum IMS101: NC_008312],7.55,13.57,11.23,2.31,0,9.88,11.99,1.41,10.04,6.93,16.17,0,1.43,10.9,0,0,6.27,4.69,0,16.12,12.65,15.75,4.17,0,17.86,10.05,14.32,5.3,22.6,2.12,0,25.69,0,0,14.53,0,0,16.46,14.46,0,19.84,Tery_0466,K00284,,,,,,,,,,,,
Tery_5020  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],25.16,23.56,29.61,2.31,14.56,25.84,29.43,15.49,20.84,29.25,21.57,2.23,14.28,30.35,0.97,11.63,18.81,10.32,6.51,27.34,30.56,27,17.37,19.74,28.86,28.9,30.42,9.27,22.6,14.82,6.07,25.69,28.08,28.93,19.37,10.43,43.52,28.8,35.78,5.46,25.79,Tery_5020,no,,,,,,,,,,,,
Tery_3004 rpmC LSU ribosomal protein L29P [Trichodesmium erythraeum IMS101: NC_008312],17.61,23.56,13.27,45.03,27.66,18.24,19.62,32.38,15.44,15.4,16.17,54.73,41.43,21.01,36.96,39.25,18.12,35.66,30.36,15.42,29.51,17.25,22.92,45.13,16.49,20.1,27.74,37.07,17.95,28.58,57.08,38.53,17.55,26.52,25.02,39.97,43.52,17.14,20.55,40.93,18.52,Tery_3004,K02904,,,,Ribosome,,K02904,"RP-L29,",rpmC;,large,subunit,ribosomal,protein
Tery_3311  thioredoxin [Trichodesmium erythraeum IMS101: NC_008312],1.26,13.57,8.17,11.55,0,13.68,22.89,11.26,12.35,12.32,12.8,21.22,7.14,14.01,16.53,7.27,5.57,11.26,2.17,9.81,14.75,9.75,5.56,2.82,8.24,13.82,11.63,15.89,7.31,2.12,13.36,20.55,3.51,16.88,20.17,8.69,8.7,8.91,22.08,2.73,13.23,Tery_3311,K03671,,,,,,,,,,,,
Tery_3647 apcC phycobilisome core linker protein [Trichodesmium erythraeum IMS101: NC_008312],15.1,10.71,13.27,23.09,20.38,15.96,10.9,9.86,8.49,13.09,10.78,36.86,10,15.56,29.18,10.18,6.27,15.01,26.02,10.51,18.97,7.5,26.4,28.21,8.93,12.56,25.05,43.69,8.64,21.17,26.72,25.69,24.57,19.29,27.44,22.59,0,8.23,19.03,21.83,9.92,Tery_3647,K02094,,,,,,,,,,,,
Tery_1247 clpP ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92) [Trichodesmium erythraeum IMS101: NC_008312],31.45,16.42,21.44,4.62,8.73,16.72,17.44,22.53,18.53,16.17,15.5,7.82,24.28,15.56,6.81,27.62,18.12,13.14,0,16.12,11.59,15,11.81,0,20.61,25.13,10.74,13.24,16.62,9.53,9.72,3.85,7.02,19.29,11.3,5.21,0,10.97,16.75,15.46,15.87,Tery_1247,K01358,,,,,,,,,,,,
Tery_2988 rpoA DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6) [Trichodesmium erythraeum IMS101: NC_008312],27.68,20.71,23.48,23.09,18.92,14.44,15.26,18.3,16.21,12.32,17.52,17.87,14.28,14.79,17.51,18.9,14.63,10.32,17.35,18.22,12.65,21.75,20.84,0,19.24,23.87,12.53,13.24,15.95,23.28,23.07,10.28,17.55,24.11,12.1,10.43,8.7,19.2,15.23,18.19,17.19,Tery_2988,K03040,,,,RNA polymerase,"M00183  RNA polymerase, bacteria [PATH:map03020] [BR:ko03021 ko03400]",K03040,rpoA;,DNA-directed,RNA,polymerase,subunit,alpha
Tery_2990 rpsM SSU ribosomal protein S13P [Trichodesmium erythraeum IMS101: NC_008312],32.71,24.28,21.44,20.78,27.66,19.76,20.71,18.3,13.12,20.79,16.85,50.27,14.28,22.57,44.74,14.54,27.18,17.83,2.17,25.23,18.97,18.75,38.21,16.92,17.18,33.92,24.16,15.89,17.28,47.63,21.86,33.39,10.53,26.52,22.59,17.38,8.7,21.26,27.41,38.2,18.52,Tery_2990,K02952,,,,Ribosome,,K02952,"RP-S13,",rpsM;,small,subunit,ribosomal,protein
Tery_3293 dapL LL-diaminopimelate aminotransferase apoenzyme (EC 2.6.1.83) [Trichodesmium erythraeum IMS101: NC_008312],28.94,24.28,39.82,23.09,5.82,31.16,34.88,21.12,27.02,23.87,27.63,36.86,15.71,34.24,20.42,15.99,22.3,21.58,26.02,35.75,28.45,33.75,25.7,8.46,32.98,36.43,26.84,25.15,27.25,14.82,30.36,28.26,17.55,26.52,29.05,33.02,34.82,26.74,34.26,20.92,26.45,Tery_3293,K10206,,,,Lysine metabolism,,K10206,E2.6.1.83;,LL-diaminopimelate,aminotransferase,[EC:2.6.1.83],,
Tery_2593  Periplasmic protein TonB links inner and outer membranes-like [Trichodesmium erythraeum IMS101: NC_008312],42.77,29.27,21.44,24.25,16.01,31.92,34.88,22.53,29.33,38.49,28.3,1.12,27.14,29.57,16.53,18.9,37.63,36.6,0,29.44,30.56,25.5,12.5,0,26.11,17.59,25.95,17.21,25.26,8.47,7.29,32.11,28.08,12.06,28.24,19.12,0,28.8,32.73,10.91,23.15,Tery_2593,no,,,,,,,,,,,,
Tery_4511  glutathione S-transferase-like [Trichodesmium erythraeum IMS101: NC_008312],15.1,10,17.36,0,1.46,15.96,17.44,21.12,13.89,10.01,13.48,2.23,17.14,22.57,0,17.45,17.42,12.2,0,23.13,14.75,15,1.39,0,16.49,21.36,18.79,15.89,21.27,0,0,28.26,14.04,2.41,13.72,12.17,8.7,16.46,18.27,0,13.23,Tery_4511,K07393,,,,,,,,,,,,
Tery_2777  glycerophosphoryl diester phosphodiesterase [Trichodesmium erythraeum IMS101: NC_008312],27.68,34.27,34.72,18.47,8.73,31.92,39.24,39.42,33.96,23.87,34.37,3.35,34.28,28.02,6.81,23.26,22.3,21.58,0,30.14,28.45,36.01,4.86,2.82,30.92,23.87,30.42,33.1,36.56,6.35,0,30.83,14.04,7.23,34.7,20.86,0,30.17,37.3,0.91,36.37,Tery_2777,K01126,,,,,,,,,,,,
Tery_2998 rplF LSU ribosomal protein L6P [Trichodesmium erythraeum IMS101: NC_008312],11.32,19.99,15.32,3.46,8.73,14.44,15.26,19.71,12.35,13.09,18.87,0,5.71,21.01,0,11.63,14.63,6.57,0,13.32,25.29,16.5,4.17,14.1,17.86,25.13,15.21,14.56,13.96,4.23,0,46.24,0,2.41,28.24,10.43,0,13.71,20.55,0,19.18,Tery_2998,K02933,,,,Ribosome,,K02933,"RP-L6,","MRPL6,",rplF;,large,subunit,ribosomal
Tery_4894  glutamyl-tRNA synthetase [Trichodesmium erythraeum IMS101: NC_008312],39,27.13,36.76,50.8,37.84,33.44,23.98,36.61,27.02,31.56,23.59,41.33,51.42,27.24,32.1,50.88,34.14,28.15,32.53,27.34,28.45,29.25,28.48,0,29.54,40.2,21.47,25.15,27.25,30.69,36.43,25.69,17.55,38.58,23.4,22.59,8.7,24,29.69,38.2,23.15,Tery_4894,no,,,,,,,,,,,,
Tery_3901  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],17.61,21.42,15.32,15.01,2.91,16.72,22.89,12.67,20.84,15.4,22.91,10.05,10,18.68,9.73,14.54,9.06,5.63,0,23.83,20.02,21,25.01,0,21.99,7.54,15.21,18.53,21.94,15.88,4.86,12.84,7.02,0,19.37,0,0,17.14,21.32,1.82,19.18,Tery_3901,no,,,,,,,,,,,,
Tery_3878  lipase [Trichodesmium erythraeum IMS101: NC_008312],26.42,25.7,17.36,4.62,4.37,22.8,27.25,22.53,31.65,29.25,35.04,1.12,15.71,24.12,1.95,30.53,18.81,27.21,0,24.53,17.92,30,10.42,0,24.74,20.1,23.26,7.94,28.58,4.23,0,11.56,24.57,9.64,27.44,5.21,0,28.8,26.64,0.91,31.08,Tery_3878,no,,,,,,,,,,,,
Tery_0882 argG argininosuccinate synthase (EC 6.3.4.5) [Trichodesmium erythraeum IMS101: NC_008312],22.65,17.14,14.3,26.56,0,23.56,18.53,11.26,30.1,25.41,27.63,0,10,25.68,16.53,18.9,24.39,15.01,0,28.04,21.08,26.25,18.76,8.46,22.67,12.56,15.21,15.89,21.94,27.52,0,17.98,21.06,9.64,13.72,13.9,0,28.8,26.64,4.55,21.82,Tery_0882,K01940,,,,Arginine and proline metabolism,,K01940,"argG,",ASS1;,argininosuccinate,synthase,[EC:6.3.4.5],
Tery_3766 ftsZ cell division protein FtsZ [Trichodesmium erythraeum IMS101: NC_008312],13.84,29.27,21.44,21.94,11.64,35.72,33.79,26.75,35.51,31.56,32.35,5.59,25.71,31.13,7.78,30.53,32.05,39.41,0,35.04,26.35,31.5,29.87,0,26.8,40.2,34.9,34.42,23.93,20.11,7.29,46.24,3.51,14.47,32.28,31.28,0,28.11,32.73,10.91,28.44,Tery_3766,K03531,,,,,,,,,,,,
Tery_1467  Peptidylprolyl isomerase [Trichodesmium erythraeum IMS101: NC_008312],7.55,14.99,14.3,4.62,5.82,25.84,15.26,14.08,15.44,13.86,19.54,0,14.28,22.57,1.95,8.72,12.54,10.32,0,21.73,28.45,21,6.95,2.82,15.12,13.82,21.47,22.51,17.95,4.23,4.86,39.82,17.55,9.64,15.33,0,0,21.26,21.32,2.73,19.84,Tery_1467,K01802,,,,,,,,,,,,
Tery_2435 lysA diaminopimelate decarboxylase (EC 4.1.1.20) [Trichodesmium erythraeum IMS101: NC_008312],21.39,22.13,24.51,18.47,5.82,22.04,30.52,18.3,22.39,20.79,21.57,3.35,18.57,24.12,6.81,15.99,14.63,18.77,0,18.92,18.97,23.25,24.31,0,17.86,13.82,23.26,10.59,21.94,21.17,3.64,25.69,24.57,4.82,27.44,24.33,0,23.31,24.36,1.82,25.13,Tery_2435,K01586,,,,Lysine metabolism,,K01586,lysA;,diaminopimelate,decarboxylase,[EC:4.1.1.20],,
